[rosmaster.main][INFO] 2023-11-14 00:17:28,442: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-11-14 00:17:28,442: Starting ROS Master Node
[rosmaster.master][INFO] 2023-11-14 00:17:28,840: +SUB [/mavros/adsb/send] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,840: +PUB [/mavros/altitude] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,840: +PUB [/mavros/cam_imu_sync/cam_imu_stamp] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,841: +SERVICE [/mavros/cmd/command] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,841: +SERVICE [/mavros/cmd/command_int] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,842: +SERVICE [/mavros/cmd/arming] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,842: +SERVICE [/mavros/cmd/set_home] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,842: +SERVICE [/mavros/cmd/takeoff] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,842: +SERVICE [/mavros/cmd/land] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,843: +SERVICE [/mavros/cmd/trigger_control] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,843: +SERVICE [/mavros/cmd/trigger_interval] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,843: +SERVICE [/mavros/cmd/vtol_transition] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,844: +SUB [/mavros/companion_process/status] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,845: +SUB [/mavros/debug_value/send] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,846: +PUB [/mavros/debug_value/debug] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,846: +PUB [/mavros/debug_value/debug_vector] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,846: +PUB [/mavros/debug_value/named_value_float] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,846: +PUB [/mavros/debug_value/named_value_int] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,847: +PUB [/mavros/esc_info] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,847: +PUB [/mavros/esc_status] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,858: +SUB [/mavros/fake_gps/mocap/tf] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,859: +SERVICE [/mavros/ftp/list] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,859: +SERVICE [/mavros/ftp/open] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,859: +SERVICE [/mavros/ftp/close] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,860: +SERVICE [/mavros/ftp/read] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,860: +SERVICE [/mavros/ftp/write] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,860: +SERVICE [/mavros/ftp/mkdir] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,860: +SERVICE [/mavros/ftp/rmdir] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,861: +SERVICE [/mavros/ftp/remove] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,861: +SERVICE [/mavros/ftp/truncate] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,862: +SERVICE [/mavros/ftp/reset] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,862: +SERVICE [/mavros/ftp/rename] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,862: +SERVICE [/mavros/ftp/checksum] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,871: +PUB [/mavros/global_position/raw/fix] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,871: +PUB [/mavros/global_position/raw/gps_vel] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,872: +PUB [/mavros/global_position/raw/satellites] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,872: +PUB [/mavros/global_position/global] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,873: +PUB [/mavros/global_position/local] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,873: +PUB [/mavros/global_position/rel_alt] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,873: +PUB [/mavros/global_position/compass_hdg] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,874: +PUB [/mavros/global_position/gp_origin] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,875: +SUB [/mavros/global_position/set_gp_origin] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,876: +SUB [/mavros/global_position/home] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,877: +PUB [/mavros/global_position/gp_lp_offset] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,881: +SUB [/mavros/gps_rtk/send_rtcm] /mavros http://ubuntu:40749/
[rosmaster.master][INFO] 2023-11-14 00:17:28,881: +PUB [/mavros/gps_rtk/rtk_baseline] /mavros http://ubuntu:40749/
